,input_dir,target_path,gen_path,ssim,mse
57,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/57_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/57_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/57_generated.png,0.12092967809367076,8050.44677734375
58,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/58_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/58_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/58_generated.png,0.13944200412632632,4686.90869140625
59,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/59_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/59_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/59_generated.png,0.0503175983674004,5492.63623046875
60,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/60_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/60_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/60_generated.png,0.15170485058633207,4057.117919921875
61,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/61_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/61_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/61_generated.png,0.18231816388226244,5338.45556640625
62,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/62_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/62_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/62_generated.png,0.0320188038161156,5177.94384765625
63,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/63_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/63_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/63_generated.png,0.12312555888763477,3911.498779296875
64,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/64_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/64_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/64_generated.png,0.1238669891743422,9454.64453125
65,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/65_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/65_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/65_generated.png,0.1787837138711894,4656.79345703125
66,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/66_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/66_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/66_generated.png,0.04803146550810141,3288.967041015625
67,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/67_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/67_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/67_generated.png,0.1530159599736052,7310.37890625
68,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/68_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/68_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/68_generated.png,0.28097668668297815,2697.736572265625
69,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/69_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/69_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/69_generated.png,0.11919050612638148,6846.08984375
70,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/70_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/70_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/70_generated.png,0.28911320903502463,3499.027587890625
71,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/71_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/71_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/71_generated.png,0.19443742020142082,3207.552001953125
72,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/72_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/72_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/72_generated.png,0.14984906829797764,3423.810791015625
73,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/73_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/73_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/73_generated.png,0.057026919645829476,4136.42236328125
74,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/74_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/74_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/74_generated.png,0.1551447460008943,5972.85791015625
75,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/75_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/75_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/75_generated.png,0.25743917662186055,2951.896484375
76,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/76_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/76_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/76_generated.png,0.13595179513295422,4200.92236328125
77,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/77_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/77_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/77_generated.png,0.18022143892860218,4087.854248046875
78,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/78_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/78_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/78_generated.png,0.09524695980530525,4523.09912109375
79,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/79_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/79_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/79_generated.png,0.08138913970230892,4514.15185546875
80,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/80_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/80_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/80_generated.png,0.05599439516381662,4663.60498046875
81,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/81_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/81_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/81_generated.png,0.16488794026057282,2604.281982421875
82,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/82_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/82_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/82_generated.png,0.10571910551240861,2617.885498046875
83,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/83_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/83_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/83_generated.png,0.15511019744203755,5001.4521484375
84,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/84_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/84_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/84_generated.png,0.04007787631778506,12516.5361328125
85,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/85_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/85_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/85_generated.png,0.09132492315021096,5329.22705078125
86,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/86_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/86_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/86_generated.png,0.10764773916036667,3961.145751953125
87,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/87_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/87_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/87_generated.png,0.16973055315753935,4472.48974609375
88,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/88_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/88_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/88_generated.png,0.08887636227753447,5922.818359375
89,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/89_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/89_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/89_generated.png,0.11467872193534145,3433.600341796875
90,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/90_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/90_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/90_generated.png,0.29605746720567555,2426.655517578125
91,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/91_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/91_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/91_generated.png,0.17759098365385742,3287.912841796875
92,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/92_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/92_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/92_generated.png,0.35344411502869866,5704.63525390625
93,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/93_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/93_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/93_generated.png,0.1873046637080089,5333.4873046875
94,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/94_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/94_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/94_generated.png,0.10912032922940913,5730.03271484375
95,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/95_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/95_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/95_generated.png,0.16622023851721068,7169.35693359375
96,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/96_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/96_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/96_generated.png,0.11084382015968659,4010.088134765625
97,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/97_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/97_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/97_generated.png,0.31506204368077523,4031.386962890625
98,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/98_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/98_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/98_generated.png,0.051168921807971085,3313.109375
99,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/99_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/99_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/99_generated.png,0.11691438138406966,4894.29150390625
100,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/100_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/100_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/100_generated.png,0.06591709855900027,4686.123046875
101,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/101_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/101_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/101_generated.png,0.21609076300491034,7419.13525390625
102,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/102_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/102_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/102_generated.png,0.2265438973356025,3897.4443359375
103,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/103_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/103_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/103_generated.png,0.09572798594171002,5165.97802734375
104,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/104_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/104_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/104_generated.png,0.059737986998277266,5536.552734375
105,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/105_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/105_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/105_generated.png,0.04506975609174336,3092.309326171875
106,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/106_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/106_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/106_generated.png,0.1974058878067441,3991.364501953125
107,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/107_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/107_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/107_generated.png,0.03101725676937388,6952.4765625
108,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/108_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/108_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/108_generated.png,0.12338399651021893,5079.25537109375
109,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/109_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/109_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/109_generated.png,0.10421055927433719,4263.29638671875
110,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/110_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/110_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/110_generated.png,0.01971436446102516,4227.70849609375
111,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/111_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/111_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/111_generated.png,0.057397133283758846,3503.7890625
112,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/112_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/112_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/112_generated.png,0.211993117687975,5711.2109375
113,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/113_input.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/113_target.png,/home/tejas/experimentations/image_enhancement/results/Gen//1/0/113_generated.png,0.1586687730257626,4735.6943359375
